List Length,Already Sorted Time (s),Almost Sorted Time (s),Completely Random Time (s)
456,0.2713414700119756,0.2982201400009217,0.29172479700355325
457,0.25939025401021354,0.21567731899267528,0.2526371240091976
458,0.20192109899653587,0.3921729349967791,0.26946244700229727
459,0.20862544899864588,0.20386462700844277,0.22233335200871807
460,0.14335628900153097,0.2022727000003215,0.3721654649998527
461,0.19123834199854173,0.19222831199294887,0.2595583450020058
462,0.21469044699915685,0.20746902599057648,0.27647366299061105
463,0.32447312599106226,0.17744061100529507,0.1920235470024636
464,0.19961146300192922,0.1951498919952428,0.2592399889981607
465,0.25024099499569274,0.3967143909976585,0.2767213589977473
466,0.1938804310047999,0.21331384300719947,0.2103517270006705
467,0.1316421499941498,0.1933344959979877,0.27831571000569966
468,0.2836982520093443,0.14009316299052443,0.23040028801187873
469,0.1745851860032417,0.20185503299580887,0.2033260610041907
470,0.210851135008852,0.20037581499491353,0.24721747200237587
471,0.12593324099725578,0.1239448859996628,0.1961433800024679
472,0.2556911930005299,0.2280338090058649,0.24366988299880177
